100 4950
76 92 393
76 93 291
76 94 475
76 95 444
76 96 287
76 97 184
76 98 328
76 99 257
76 100 3
77 78 322
77 79 326
77 80 374
77 81 335
77 82 310
77 83 40
77 84 23
77 85 483
77 86 387
77 87 8
77 88 193
77 89 289
77 90 142
77 91 294
77 92 229
77 93 228
77 94 129
77 95 188
77 96 157
77 97 109
77 98 229
77 99 487
77 100 38
78 79 452
78 80 155
78 81 495
78 82 263
78 83 184
78 84 339
78 85 286
78 86 42
78 87 104
78 88 193
78 89 48
78 90 32
78 91 370
78 92 322
78 93 347
78 94 96
78 95 341
78 96 29
78 97 492
78 98 129
78 99 191
78 100 285
79 80 109
79 81 231
79 82 6
79 83 20
79 84 152
79 85 353
79 86 319
79 87 401
79 88 303
79 89 171
79 90 372
79 91 439
79 92 415
79 93 102
79 94 388
79 95 5
79 96 428
79 97 416
79 98 58
79 99 317
79 100 343
80 81 486
80 82 16
80 83 425
80 84 484
80 85 208
80 86 61
80 87 426
80 88 401
80 89 129
80 90 261
80 91 84
80 92 346
80 93 295
80 94 454
80 95 133
80 96 397
80 97 335
80 98 53
80 99 291
80 100 186
81 82 495
81 83 253
81 84 91
81 85 418
81 86 419
81 87 190
81 88 216
81 89 152
81 90 460
81 91 253
81 92 444
81 93 34
81 94 251
81 95 162
81 96 76
81 97 244
81 98 110
81 99 30
81 100 102
82 83 481
82 84 476
82 85 335
82 86 14
82 87 376
82 88 41
82 89 428
82 90 284
82 91 162
82 92 333
82 93 232
82 94 217
82 95 475
82 96 210
82 97 299
82 98 208
82 99 75
82 100 201
83 84 164
83 85 156
83 86 200
83 87 201
83 88 206
83 89 257
83 90 160
83 91 190
83 92 238
83 93 124
83 94 330
83 95 333
83 96 161
83 97 140
83 98 45
83 99 438
83 100 178
84 85 330
84 86 393
84 87 214
84 88 91
84 89 389
84 90 425
84 91 387
84 92 381
84 93 21
84 94 88
84 95 334
84 96 334
84 97 279
84 98 210
84 99 141
84 100 294
85 86 235
85 87 344
85 88 279
85 89 188
85 90 87
85 91 429
85 92 217
85 93 112
85 94 243
85 95 115
85 96 372
85 97 467
85 98 81
85 99 26
85 100 197
86 87 107
86 88 59
86 89 427
86 90 97
86 91 4
86 92 481
86 93 270
86 94 45
86 95 396
86 96 478
86 97 500
86 98 431
86 99 65
86 100 441
87 88 445
87 89 121
87 90 266
87 91 298
87 92 154
87 93 214
87 94 122
87 95 110
87 96 62
87 97 481
87 98 100
87 99 350
87 100 231
88 89 3
88 90 445
88 91 143
88 92 381
88 93 297
88 94 73
88 95 101
88 96 449
88 97 165
88 98 291
88 99 238
88 100 186
89 90 439
89 91 159
89 92 469
89 93 456
89 94 486
89 95 182
89 96 129
89 97 53
89 98 190
89 99 483
89 100 31
90 91 245
90 92 39
90 93 491
90 94 102
90 95 260
90 96 207
90 97 150
90 98 93
90 99 154
90 100 406
91 92 69
91 93 471
91 94 94
91 95 277
91 96 414
91 97 319
91 98 499
91 99 228
91 100 373
92 93 400
92 94 297
92 95 5
92 96 25
92 97 251
92 98 101
92 99 12
92 100 409
93 94 123
93 95 58
93 96 345
93 97 31
93 98 441
93 99 69
93 100 167
94 95 302
94 96 56
94 97 492
94 98 19
94 99 200
94 100 87
95 96 463
95 97 464
95 98 96
95 99 210
95 100 75
96 97 118
96 98 362
96 99 77
96 100 39
97 98 242
97 99 252
97 100 438
98 99 328
98 100 71
99 100 11
